,Station,Tube Line,Transport Zone,Address,Longitude,Latitude
777,Tulse Hill,Overground line,Zone 3,"Tulse Hill, London SW2, UK",-0.105122509,51.43979743
778,Turkey Street,Overground line,Zone 6,"Enfield EN3 5TN, UK",-0.047229931,51.67265366
779,Turnham Green,District line,Zone 2,"Chiswick, London W4, UK",-0.254524568,51.49518194
780,Turnham Green,Piccadilly line,Zone 2,"Chiswick, London W4, UK",-0.254524568,51.49518194
781,Turnpike Lane,Piccadilly line,Zone 3,"Westbury Ave, Wood Green, London N15 3NX, UK",-0.102805041,51.59035813
782,Twickenham,Overground line,Zone 5,"London Rd, Twickenham TW1 1BD, UK",-0.328860226,51.45025095
783,Upminster,District line,Zone 6,"Station Rd, Upminster RM14 2TD, UK",0.251400801,51.55876336
784,Upminster Bridge,District line,Zone 6,"Upminster Rd, Hornchurch RM12 6PL, UK",0.234541889,51.5577188
785,Upney,District line,Zone 4,"Upney Ln, Barking IG11 9LS, UK",0.101531744,51.53840565
786,Upper Holloway,Overground line,Zone 2,"Holloway Road, Upper Holloway, London, Greater London N19 4DJ, UK",-0.129109364,51.5636233
787,Upper Warlingham,Overground line,Zone 6,"Warlingham, Whyteleafe CR3 0EP, UK",-0.077481662,51.30877225
788,Upton Park,District line,Zone 3,"Green St, Upton Park, London E13 9AP, UK",0.03454184,51.5366282
789,Upton Park,Hammersmith & City line,Zone 3,"Green St, Upton Park, London E13 9AP, UK",0.03454184,51.5366282
790,Uxbridge,Metropolitan line,Zone 6,"High St, Uxbridge UB8 1JZ, UK",-0.47710156,51.54645451
791,Uxbridge,Piccadilly line,Zone 6,"High St, Uxbridge UB8 1JZ, UK",-0.47710156,51.54645451
792,Vauxhall,Victoria line,Zone 1,"S Lambeth Rd, Vauxhall, London SW8 1SS, UK",-0.123829953,51.4857358
793,Vauxhall,Victoria line,Zone 2,"S Lambeth Rd, Vauxhall, London SW8 1SS, UK",-0.123829953,51.4857358
794,Victoria,Circle line (London Underground),Zone 1,"Victoria St, Victoria, London SW1E 5ND, UK",-0.143920706,51.49642395
795,Victoria,District line,Zone 1,"Victoria St, Victoria, London SW1E 5ND, UK",-0.143920706,51.49642395
796,Victoria,Victoria line,Zone 1,"Victoria St, Victoria, London SW1E 5ND, UK",-0.143920706,51.49642395
797,Waddon,Overground line,Zone 5,"Epsom Rd, Waddon, Croydon CR0 4UP, UK",-0.117394077,51.36737926
798,Waddon Marsh,Overground line,Zone 3,"Croydon CR0 4XT, UK",-0.117987465,51.37708295
799,Waddon Marsh,Overground line,Zone 4,"Croydon CR0 4XT, UK",-0.117987465,51.37708295
800,Waddon Marsh,Overground line,Zone 5,"Croydon CR0 4XT, UK",-0.117987465,51.37708295
801,Waddon Marsh,Overground line,Zone 6,"Croydon CR0 4XT, UK",-0.117987465,51.37708295
802,Wallington,Overground line,Zone 5,"Wallington, UK",-0.150863835,51.36033154
803,Waltham Cross,Overground line,Zone 7,"Waltham Cross EN8 7LU, UK",-0.026564257,51.68525726
804,Walthamstow Central,Victoria line,Zone 3,"Walthamstow Central Station BR, Hoe St, Walthamstow, London E17 7LP, UK",-0.019940545,51.58301811
805,Walthamstow Queens Road,Overground line,Zone 3,"Walthamstow, London E17 7QJ, UK",-0.023843943,51.58154619
806,Wandle Park,Overground line,Zone 3,"Vicarage Road, Croydon, Greater London CR0 4JS, UK",-0.113253321,51.37340072
807,Wandle Park,Overground line,Zone 4,"Vicarage Road, Croydon, Greater London CR0 4JS, UK",-0.113253321,51.37340072
808,Wandle Park,Overground line,Zone 5,"Vicarage Road, Croydon, Greater London CR0 4JS, UK",-0.113253321,51.37340072
809,Wandle Park,Overground line,Zone 6,"Vicarage Road, Croydon, Greater London CR0 4JS, UK",-0.113253321,51.37340072
810,Wandsworth Common,Overground line,Zone 3,"London, UK",-0.163536981,51.4463656
811,Wandsworth Road,Overground line,Zone 2,"Brayburne Ave, Clapham Town, London SW4 6AD, UK",-0.139037676,51.4702232
812,Wandsworth Town,Overground line,Zone 2,"London Borough of Wandsworth, London, UK",-0.187910038,51.46103408
813,Wanstead,Central line (London Underground),Zone 4,"Wanstead, London E11, UK",0.028760472,51.57490215
814,Wanstead Park,Overground line,Zone 3,"Woodgrange Rd, Forest Gate, London E7 0HX, UK",0.026389943,51.55177808
815,Wapping,Overground line,Zone 2,"Meeting House Alley Poplar, St Katharine's & Wapping, London E1W 3PA, UK",-0.055860815,51.50434032
816,Warren Street,Northern line,Zone 1,"Bloomsbury, London NW1 3AA, UK",-0.138278332,51.52457999
817,Warren Street,Victoria line,Zone 1,"Bloomsbury, London NW1 3AA, UK",-0.138278332,51.52457999
818,Warwick Avenue,Bakerloo line,Zone 2,"Warwick Ave, Little Venice, London W9 2PT, UK",-0.182953293,51.52310444
819,Waterloo,Overground line,Zone 1,"Waterloo Rd, South Bank, London SE1 8SW, UK",-0.113259252,51.50314664
820,Waterloo East,Bakerloo line,Zone 1,"Sandell St, South Bank, London SE1 8TG, UK",-0.109153638,51.50416861
821,Waterloo East,Jubilee line,Zone 1,"Sandell St, South Bank, London SE1 8TG, UK",-0.109153638,51.50416861
822,Waterloo East,Northern line,Zone 1,"Sandell St, South Bank, London SE1 8TG, UK",-0.109153638,51.50416861
823,Waterloo East,Waterloo & City line,Zone 1,"Sandell St, South Bank, London SE1 8TG, UK",-0.109153638,51.50416861
824,Watford,Metropolitan line,Zone 7,"Station Rd, Watford WD17 1SR, UK",-0.417270007,51.6576051
825,Watford High Street,Overground line,Zone 8,"Watford WD17 2NW, UK",-0.391696729,51.6526537
826,Wellesley Road,Overground line,Zone 3,"Croydon CR9 2UL, UK",-0.097524909,51.37536754
827,Wellesley Road,Overground line,Zone 4,"Croydon CR9 2UL, UK",-0.097524909,51.37536754
828,Wellesley Road,Overground line,Zone 5,"Croydon CR9 2UL, UK",-0.097524909,51.37536754
829,Wellesley Road,Overground line,Zone 6,"Croydon CR9 2UL, UK",-0.097524909,51.37536754
830,Welling,Overground line,Zone 4,"Welling, UK",0.101775038,51.46477709
831,Wembley Central,Bakerloo line,Zone 4,"High Rd, Wembley HA9 7FA, UK",-0.296392327,51.55186478
832,Wembley Park,Jubilee line,Zone 4,"Wembley Park, Wembley HA9 9AA, UK",-0.279242553,51.56332246
833,Wembley Park,Metropolitan line,Zone 4,"Wembley Park, Wembley HA9 9AA, UK",-0.279242553,51.56332246
834,Wembley Stadium,Overground line,Zone 4,"117 Preston Rd, Wembley HA9 8NN, UK",-0.286046447,51.55465457
835,West Acton,Central line (London Underground),Zone 3,"West Acton, London W3, UK",-0.280657175,51.51777015
836,West Brompton,District line,Zone 2,"Kensington, London SW5 9JX, UK",-0.195538812,51.48732891
837,West Croydon,Overground line,Zone 5,"London Rd, Croydon CR0 2TA, UK",-0.102034293,51.37855217
838,West Drayton,Overground line,Zone 6,"West Drayton, UK",-0.472176097,51.51007122
839,West Dulwich,Overground line,Zone 3,"West Dulwich, London, UK",-0.090672676,51.44091182
840,West Ealing,Overground line,Zone 3,"West Ealing, London, UK",-0.319782955,51.51362521
841,West Finchley,Northern line,Zone 4,"Nether St, London N3 1NT, UK",-0.18891711,51.60926273
842,West Ham,District line,Zone 3,"Manor Rd, London E15 3BN, UK",0.005317394,51.52852552
843,West Ham,Hammersmith & City line,Zone 3,"Manor Rd, London E15 3BN, UK",0.005317394,51.52852552
844,West Ham,Jubilee line,Zone 3,"Manor Rd, London E15 3BN, UK",0.005317394,51.52852552
845,West Hampstead,Jubilee line,Zone 2,"W End Ln, West Hampstead, London NW6 2LJ, UK",-0.191126586,51.54747433
846,West Hampstead Thameslink,Overground line,Zone 2,"West Hampstead, London NW6 2HX, UK",-0.19253752,51.54862912
847,West Harrow,Metropolitan line,Zone 5,"Vaughan Rd, Harrow HA1 4HE, UK",-0.353846697,51.57892424
848,West India Quay,Overground line,Zone 2,"Canary Wharf, London E14 5EL, UK",-0.020582447,51.50676266
849,West Kensington,District line,Zone 2,"West Kensington, London W14, UK",-0.206203695,51.49010936
850,West Norwood,Overground line,Zone 3,"West Norwood, London, UK",-0.103189135,51.43124112
851,West Ruislip,Central line (London Underground),Zone 6,"Ruislip UB10, UK",-0.437860146,51.56958787
852,West Silvertown,Overground line,Zone 3,"Royal Docks, London E16 2AT, UK",0.022246047,51.50288443
853,West Sutton,Overground line,Zone 5,"Sutton SM1, UK",-0.204644548,51.36615014
854,West Wickham,Overground line,Zone 5,"West Wickham, UK",-0.01457633,51.3812842
855,Westbourne Park,Circle line (London Underground),Zone 2,"Western Rd, Notting Hill, London W11 1AB, UK",-0.200882515,51.52098884
856,Westbourne Park,Hammersmith & City line,Zone 2,"Western Rd, Notting Hill, London W11 1AB, UK",-0.200882515,51.52098884
857,Westcombe Park,Overground line,Zone 3,"London SE3 7EG, UK",0.0177457,51.4845089
858,Westferry,Overground line,Zone 2,"Poplar, London E14, UK",-0.026323137,51.50963815
859,Westminster,Circle line (London Underground),Zone 1,"Westminster, London SW1A 2JR, UK",-0.125002079,51.50140159
860,Westminster,District line,Zone 1,"Westminster, London SW1A 2JR, UK",-0.125002079,51.50140159
861,Westminster,Jubilee line,Zone 1,"Westminster, London SW1A 2JR, UK",-0.125002079,51.50140159
862,White City,Central line (London Underground),Zone 2,"Wood Ln, Shepherd's Bush, London W12 7RH, UK",-0.224631931,51.51223244
863,White Hart Lane,Overground line,Zone 3,"White Hart Ln, Tottenham, London N17 8HH, UK",-0.070870327,51.60503477
864,Whitechapel,District line,Zone 2,"277 Whitechapel Rd, Shadwell, London E1 1BY, UK",-0.059420485,51.51958779
865,Whitechapel,Hammersmith & City line,Zone 2,"277 Whitechapel Rd, Shadwell, London E1 1BY, UK",-0.059420485,51.51958779
866,Whitton,Overground line,Zone 5,"High Street Whitton, Twickenham TW2 7LG, UK",-0.357682061,51.44958819
867,Whyteleafe,Overground line,Zone 6,"Warlingham, Whyteleafe CR3 0XB, UK",-0.081135165,51.30992932
868,Whyteleafe South,Overground line,Zone 6,"Whyteleafe CR3 0AL, UK",-0.076712515,51.3034898
869,Willesden Green,Jubilee line,Zone 2,"Willesden, London, UK",-0.222407604,51.54937329
870,Willesden Green,Jubilee line,Zone 3,"Willesden, London, UK",-0.222407604,51.54937329
871,Willesden Junction,Bakerloo line,Zone 3,"Station Approach, London, Harlesden NW10 4UY, UK",-0.243909143,51.53223396
872,Wimbledon,District line,Zone 3,"Wimbledon, London SW19 7NL, UK",-0.206662836,51.42110784
873,Wimbledon Chase,Overground line,Zone 3,"Kingston Rd, Wimbledon Chase, London SW20 8JT, UK",-0.21408977,51.40953093
874,Wimbledon Park,District line,Zone 3,"Arthur Rd, Wimbledon, London SW19 8AB, UK",-0.199186275,51.43458095
875,Winchmore Hill,Overground line,Zone 4,"Station Rd, Winchmore Hill, London N21 3NG, UK",-0.100916933,51.63388686
876,Wood Green,Piccadilly line,Zone 3,"Wood Green, London N22, UK",-0.109526589,51.59745373
877,Wood Lane,Circle line (London Underground),Zone 2,"Shepherd's Bush, London W12 7FX, UK",-0.224472609,51.50965819
878,Wood Lane,Hammersmith & City line,Zone 2,"Shepherd's Bush, London W12 7FX, UK",-0.224472609,51.50965819
879,Wood Street,Overground line,Zone 4,"Walthamstow, London E17 3NZ, UK",-0.001953898,51.58666994
880,Woodford,Central line (London Underground),Zone 4,"Woodford, UK",0.034056202,51.60720184
881,Woodgrange Park,Overground line,Zone 3,"Manor Park, London E12 5AD, UK",0.044572496,51.54905254
882,Woodgrange Park,Overground line,Zone 4,"Manor Park, London E12 5AD, UK",0.044572496,51.54905254
883,Woodmansterne,Overground line,Zone 6,"Coulsdon CR5 3HY, UK",-0.154262129,51.31901858
884,Woodside,Overground line,Zone 3,"Spring Ln, Croydon SE25 5DP, UK",-0.065347178,51.38709768
885,Woodside,Overground line,Zone 4,"Spring Ln, Croydon SE25 5DP, UK",-0.065347178,51.38709768
886,Woodside,Overground line,Zone 5,"Spring Ln, Croydon SE25 5DP, UK",-0.065347178,51.38709768
887,Woodside,Overground line,Zone 6,"Spring Ln, Croydon SE25 5DP, UK",-0.065347178,51.38709768
888,Woodside Park,Northern line,Zone 4,"Woodside Park Rd, London N12 8RT, UK",-0.185425505,51.6178684
889,Woolwich,Overground line,Zone 4,"Woolwich New Rd, Woolwich, London SE18 6EU, UK",0.071819378,51.49157837
890,Woolwich Arsenal,Overground line,Zone 4,"Woolwich New Rd, Woolwich, London SE18 6EU, UK",0.069193906,51.48990712
891,Woolwich Dockyard,Overground line,Zone 3,"Woolwich, London SE18 5JY, UK",0.054612348,51.49110779
892,Worcester Park,Overground line,Zone 4,"Worcester Park KT4 7NB, UK",-0.245575292,51.38110449
